time,open,xgb_prediction,lstm_prediction
2012-07-19,10.12,10.621282,9.24777126312256
2012-07-20,10.58,10.391935,9.423335075378418
2012-07-23,10.08,10.35255,9.407569885253906
2012-07-24,10.05,10.231053,9.43918228149414
2012-07-25,10.08,10.231053,9.371326446533203
2012-07-26,10.05,10.231053,9.3873929977417
2012-07-27,10.15,10.231053,9.364730834960938
2012-07-30,9.83,10.065291,9.385127067565918
2012-07-31,10.15,10.090929,9.322278022766112
2012-08-01,9.87,9.956098,9.28798007965088
2012-08-02,9.8,9.956098,9.170353889465332
2012-08-03,9.8,9.956098,9.17611312866211
2012-08-06,9.76,10.049039,9.126955032348633
2012-08-07,9.83,10.049039,9.161473274230955
2012-08-08,9.9,10.066635,9.183964729309082
2012-08-09,9.94,10.209669,9.202305793762209
2012-08-10,9.98,10.082888,9.25808048248291
2012-08-13,9.9,10.049039,9.231401443481444
2012-08-14,9.98,10.135951,9.237753868103027
2012-08-15,9.94,10.082888,9.3080472946167
2012-08-16,10.01,10.082888,9.28725528717041
2012-08-17,9.98,10.134541,9.281323432922363
2012-08-20,9.94,10.230231,9.313502311706545
2012-08-21,9.98,9.674429,9.352412223815918
2012-08-22,9.3,9.491612,9.175246238708496
2012-08-23,9.08,9.045242,9.088878631591797
2012-08-24,8.51,9.405551,8.905845642089844
2012-08-27,8.94,8.972081,9.003449440002441
2012-08-28,8.91,9.031606,8.748713493347168
2012-08-29,8.8,9.260843,8.689906120300293
2012-08-30,9.12,9.269407,8.648494720458984
2012-08-31,9.16,9.046276,8.547114372253418
2012-09-04,8.84,9.12762,8.356290817260742
2012-09-05,8.98,9.126209,8.42756175994873
2012-09-06,8.98,9.126209,8.405397415161133
2012-09-07,9.01,9.238734,8.429362297058105
2012-09-10,8.91,8.734588,8.425093650817871
2012-09-11,8.55,8.777267,8.353537559509277
2012-09-12,8.55,8.820108,8.320438385009766
2012-09-13,8.62,9.050343,8.313885688781738
2012-09-14,9.08,9.452996,8.43195629119873
2012-09-17,9.3,9.818908,8.663100242614746
2012-09-18,9.62,9.279028,8.825812339782715
2012-09-19,9.08,9.264437,8.68324089050293
2012-09-20,9.05,9.036092,8.663989067077637
2012-09-21,8.91,9.263534,8.559456825256348
2012-09-24,9.01,9.046276,8.74830150604248
2012-09-25,8.91,9.046276,8.66685676574707
2012-09-26,8.84,9.126209,8.693099021911621
2012-09-27,9.16,9.126209,8.6795072555542
2012-09-28,8.91,8.916088,8.586077690124512
2012-10-01,8.76,8.726515,8.395730972290039
2012-10-02,8.51,8.66752,8.320768356323242
2012-10-03,8.51,8.777267,8.292652130126953
2012-10-04,8.55,8.807056,8.339786529541016
2012-10-05,8.59,8.895328,8.32950210571289
2012-10-08,8.73,9.033016,8.382612228393555
2012-10-09,8.87,9.046276,8.438736915588379
2012-10-10,8.84,8.947194,8.414454460144043
2012-10-11,8.84,8.961864,8.405780792236328
2012-10-12,8.8,8.820108,8.451203346252441
2012-10-15,8.66,8.777267,8.4789457321167
2012-10-16,8.55,8.821519,8.454325675964355
2012-10-17,8.69,8.807056,8.525887489318848
2012-10-18,8.55,8.777267,8.464089393615723
2012-10-19,8.55,8.726515,8.45472240447998
2012-10-22,8.59,8.777267,8.383365631103516
2012-10-23,8.66,8.807056,8.398054122924805
2012-10-24,8.51,8.777267,8.389349937438965
2012-10-25,8.59,8.726515,8.391763687133789
2012-10-26,8.59,8.726515,8.3694429397583
2012-10-29,8.44,8.66752,8.37750244140625
2012-10-30,8.48,8.551654,8.352630615234375
2012-10-31,8.3,8.438302,8.322102546691895
2012-11-01,8.23,8.438302,8.274795532226562
2012-11-02,8.02,7.9917674,8.243552207946777
2012-11-05,7.7,7.889526,8.079340934753418
2012-11-06,7.59,7.6607027,7.96066951751709
2012-11-07,7.48,8.086206,7.850400447845459
2012-11-08,7.87,8.48696,7.946978569030762
2012-11-09,8.23,8.549227,8.05987548828125
2012-11-12,8.26,8.547816,8.071734428405762
2012-11-13,8.37,8.386717,8.023818016052246
2012-11-14,8.19,8.622106,7.9431538581848145
2012-11-15,8.62,8.821448,8.038015365600586
2012-11-16,8.66,8.668629,8.221573829650879
2012-11-19,8.48,8.589444,8.270325660705566
2012-11-20,8.37,8.548626,8.300293922424316
2012-11-21,8.26,8.548626,8.286227226257324
2012-11-22,8.41,8.438302,8.220023155212402
2012-11-23,8.3,8.438302,8.162666320800781
2012-11-26,8.19,8.381122,8.169853210449219
2012-11-27,8.19,8.381122,8.178706169128418
2012-11-28,8.09,8.404676,8.159173965454102
2012-11-29,8.41,8.598131,8.113489151000977
2012-11-30,8.55,8.476092,8.167703628540039
2012-12-03,8.26,8.438302,8.178603172302246
2012-12-04,8.37,8.767404,8.185454368591309
2012-12-05,8.84,9.050343,8.270610809326172
2012-12-06,8.87,9.12762,8.431673049926758
2012-12-07,9.01,8.961864,8.548064231872559
2012-12-10,8.76,8.947194,8.548754692077637
2012-12-11,8.69,9.130276,8.582820892333984
2012-12-12,8.91,9.238734,8.662400245666504
2012-12-13,9.08,9.238734,8.70776081085205
2012-12-14,9.05,9.046276,8.748108863830566
2012-12-17,8.98,9.5982485,8.730753898620605
2012-12-18,9.62,9.669964,8.902727127075195
2012-12-19,9.44,9.627613,8.947396278381348
2012-12-20,9.51,9.497021,8.90715503692627
2012-12-21,9.26,9.45762,8.926291465759277
2012-12-24,9.26,9.428338,8.897110939025879
2012-12-25,9.4,9.631955,8.897103309631348
2012-12-26,9.3,9.662272,8.977344512939453
2012-12-27,9.69,9.807144,9.031311988830566
2012-12-28,9.51,9.89195,9.147107124328612
2013-01-02,9.69,10.051247,9.118799209594728
2013-01-03,9.94,10.205391,9.131424903869627
2013-01-04,9.98,10.486946,9.235159873962402
2013-01-07,9.98,10.799729,9.38778591156006
2013-01-08,10.9,11.312039,9.58706283569336
2013-01-09,10.72,11.337473,9.841323852539062
2013-01-10,11.33,11.777206,9.973383903503418
2013-01-11,11.72,11.56202,10.179065704345703
2013-01-14,11.22,11.445196,10.226258277893066
2013-01-15,11.19,11.452423,10.281134605407717
2013-01-16,11.22,11.5817795,10.359442710876465
2013-01-17,11.58,11.380263,10.467487335205078
2013-01-18,11.4,11.298414,10.467029571533203
2013-01-21,10.97,11.237108,10.48577117919922
2013-01-22,11.12,11.042717,10.326869010925291
2013-01-23,10.62,10.952018,10.18557834625244
2013-01-24,10.87,11.137658,10.050459861755373
2013-01-25,11.04,11.745804,10.124951362609863
2013-01-28,11.58,11.812405,10.292339324951172
2013-01-29,11.72,12.169933,10.321858406066896
2013-01-30,12.11,12.324706,10.503798484802246
2013-01-31,11.93,12.155426,10.580862998962402
2013-02-01,12.04,12.327719,10.514592170715332
2013-02-04,12.22,12.119108,10.63357162475586
2013-02-05,12.01,12.121347,10.635493278503418
2013-02-06,12.01,12.355678,10.718836784362791
2013-02-07,12.29,12.358566,10.89687728881836
2013-02-08,12.36,12.423815,10.949825286865234
2013-02-18,12.29,12.354765,11.036072731018066
2013-02-19,12.18,12.160659,10.95899772644043
2013-02-20,11.65,12.25682,10.92491626739502
2013-02-21,12.18,11.531293,10.960166931152344
2013-02-22,11.4,11.812075,10.678733825683594
2013-02-25,11.58,12.135866,10.836113929748535
2013-02-26,12.38,11.585877,10.851692199707031
2013-02-27,11.42,11.587445,10.562068939208984
2013-02-28,11.64,12.112873,10.472694396972656
2013-03-01,11.93,12.116958,10.563390731811523
2013-03-04,11.97,11.963858,10.505248069763184
2013-03-05,12.04,11.86904,10.42265510559082
2013-03-06,11.68,11.984939,10.341042518615724
2013-03-07,11.9,11.962884,10.58281135559082
2013-03-08,11.93,12.09847,10.405516624450684
2013-03-07,11.9,11.962884,10.453152656555176
2013-03-08,11.93,12.09847,10.65381145477295
2013-03-11,11.82,11.962884,10.58570957183838
2013-03-12,11.79,12.103736,10.538514137268066
2013-03-13,11.97,12.126738,10.635327339172363
2013-03-14,12.01,11.973642,10.748696327209473
2013-03-15,11.79,12.275662,10.728267669677734
2013-03-18,12.16,12.168548,10.82487678527832
2013-03-19,12.04,11.9684515,10.810718536376951
2013-03-20,11.86,12.100712,10.762824058532717
2013-03-21,12.01,11.965126,10.781187057495115
2013-03-22,11.82,11.870308,10.736798286437988
2013-03-25,11.75,11.962884,10.663647651672363
2013-03-26,11.82,11.841217,10.67209529876709
2013-03-27,11.68,12.121115,10.638829231262209
2013-03-28,11.97,11.962884,10.714088439941406
2013-03-29,11.82,11.899126,10.56505298614502
2013-04-01,11.64,11.938277,10.595083236694336
2013-04-02,11.82,11.9693775,10.596402168273926
2013-04-03,11.97,11.96815,10.602984428405762
2013-04-04,11.68,11.843459,10.606558799743652
2013-04-05,11.82,11.634647,10.601845741271973
2013-04-08,11.49,11.7970495,10.50637435913086
2013-04-09,11.53,11.732616,10.563650131225586
2013-04-10,11.53,10.981752,10.47775650024414
2013-04-11,10.79,11.048237,10.20754337310791
2013-04-12,10.86,10.72314,10.19983196258545
2013-04-15,10.53,10.184904,10.007636070251465
2013-04-16,9.94,10.432666,9.706009864807127
2013-04-17,10.09,10.506873,9.68668270111084
2013-04-18,10.2,10.23689,9.598755836486816
2013-04-22,10.05,10.065291,9.374261856079102
2013-04-23,9.86,10.108903,9.133326530456545
2013-04-24,9.98,10.065291,9.127613067626951
2013-04-25,9.98,10.252413,9.108928680419922
2013-04-26,10.27,10.2767,9.061538696289062
2013-05-02,10.16,10.231053,9.100735664367676
2013-05-03,9.98,10.231053,9.110102653503418
2013-05-06,10.16,10.475111,9.032425880432127
2013-05-07,10.38,10.513497,9.166722297668455
2013-05-08,10.31,10.545555,9.28079891204834
2013-05-09,10.38,10.38906,9.364297866821287
2013-05-10,10.27,10.2767,9.3502836227417
2013-05-13,10.09,10.364028,9.379046440124512
2013-05-14,10.2,10.231053,9.384320259094238
2013-05-15,10.12,10.475111,9.35958766937256
2013-05-16,10.34,11.056342,9.490269660949709
2013-05-17,10.72,10.721387,9.7186861038208
2013-05-20,10.57,11.047807,9.60743808746338
2013-05-21,10.9,11.042717,9.728209495544434
2013-05-22,11.08,11.042717,9.705682754516602
2013-05-23,10.9,10.724367,9.739521980285645
2013-05-24,10.72,10.708708,9.655007362365724
2013-05-27,10.72,11.052383,9.65914821624756
2013-05-28,11.01,11.133796,9.893280982971191
2013-05-29,11.05,11.043944,9.90632152557373
2013-05-30,10.97,11.4677725,9.877371788024902
2013-05-31,11.45,11.577418,10.10910987854004
2013-06-03,11.31,11.547979,10.09632682800293
2013-06-04,11.38,11.301082,10.151412010192873
2013-06-05,11.16,11.446212,10.117938041687012
2013-06-06,11.2,11.742757,10.29820728302002
2013-06-07,11.68,11.955106,10.40658473968506
2013-06-10,11.75,11.870855,10.513859748840332
2013-06-11,11.79,11.742195,10.549784660339355
2013-06-12,11.38,11.377689,10.53873348236084
2013-06-13,11.27,11.506796,10.36983585357666
2013-06-14,11.42,11.4917555,10.407353401184082
2013-06-17,11.31,11.519967,10.384575843811035
2013-06-18,11.31,11.576191,10.475787162780762
2013-06-19,11.34,11.547979,10.465753555297852
2013-06-20,11.42,11.500811,10.413270950317385
2013-06-21,11.42,11.480492,10.35617733001709
2013-06-24,11.23,11.01433,10.371000289916992
2013-06-25,10.83,10.366502,10.190333366394045
2013-06-26,10.16,10.133563,9.9325532913208
2013-06-27,10.05,10.3651705,9.740971565246582
2013-06-28,10.31,10.494972,9.795417785644531
2013-07-01,10.31,10.2767,9.74147129058838
2013-07-02,10.12,10.386097,9.510872840881348
2013-07-03,10.31,10.2767,9.437054634094238
2013-07-04,10.12,10.2767,9.253390312194824
2013-07-05,10.23,10.270864,9.176182746887209
2013-07-08,10.09,10.35255,9.236624717712402
2013-07-09,10.16,10.373208,9.30327320098877
2013-07-10,10.12,10.231053,9.25333023071289
2013-07-11,10.09,10.250205,9.157124519348145
2013-07-12,10.2,10.384686,9.186988830566406
2013-07-15,10.31,10.38906,9.293559074401855
2013-07-16,10.2,10.384686,9.314301490783691
2013-07-17,10.23,10.37885,9.39770793914795
2013-07-18,10.2,10.379045,9.43211555480957
2013-07-19,10.27,10.500573,9.445635795593262
2013-07-22,10.34,10.513497,9.52038288116455
2013-07-23,10.31,10.660612,9.52178955078125
2013-07-24,10.34,10.379045,9.62109088897705
2013-07-25,10.2,10.2767,9.52347469329834
2013-07-26,10.16,10.256042,9.500985145568848
2013-07-29,10.05,10.126499,9.487870216369627
2013-07-30,9.98,10.231053,9.414609909057615
2013-07-31,10.01,10.082888,9.425808906555176
2013-08-01,10.01,10.065291,9.356085777282717
2013-08-02,9.94,10.126499,9.300089836120604
2013-08-05,9.98,10.134541,9.289959907531738
2013-08-06,10.01,10.228821,9.2529296875
2013-08-07,10.16,10.155925,9.304804801940918
2013-08-08,10.01,10.090929,9.234384536743164
2013-08-09,9.98,10.066635,9.202229499816896
2013-08-12,9.9,10.066635,9.223103523254396
2013-08-13,9.9,10.049039,9.204676628112791
2013-08-14,9.83,10.049039,9.224923133850098
2013-08-15,9.86,10.108903,9.242920875549316
2013-08-16,9.98,10.155925,9.268502235412598
2013-08-19,9.98,10.090929,9.26880168914795
2013-08-20,9.94,10.049039,9.257830619812012
2013-08-21,9.9,10.049039,9.248286247253418
2013-08-22,9.83,9.819986,9.270989418029783
2013-08-23,9.75,9.463028,9.184407234191896
2013-08-26,9.24,9.428338,9.08350658416748
2013-08-27,9.27,9.454077,9.078129768371582
2013-08-28,9.24,9.248744,9.004157066345215
2013-08-29,9.09,8.761261,8.88752269744873
2013-08-30,8.65,9.341364,8.655447959899902
2013-09-03,9.05,8.916088,8.79964828491211
2013-09-04,8.76,8.898403,8.563876152038574
2013-09-05,8.83,9.049814,8.474888801574707
2013-09-06,8.98,9.240145,8.509966850280762
2013-09-09,9.05,8.916088,8.539273262023926
2013-09-10,8.87,8.961864,8.364906311035156
2013-09-11,8.9,9.12762,8.355807304382324
2013-09-12,8.98,9.126209,8.441224098205566
2013-09-13,9.02,9.243705,8.486284255981445
2013-09-16,9.27,9.469692,8.45504093170166
2013-09-17,9.38,9.677298,8.617719650268555
2013-09-18,9.53,9.463028,8.743532180786133
2013-09-19,9.38,9.463028,8.68720531463623
2013-09-20,9.38,9.624895,8.743647575378418
2013-09-23,9.38,9.491612,8.911982536315918
2013-09-24,9.35,9.622205,8.921234130859375
2013-09-25,9.46,9.627613,8.99514389038086
2013-09-26,9.49,9.622205,9.060606002807615
2013-09-27,9.46,9.662272,9.076998710632324
2013-09-30,9.57,10.055037,9.071366310119627
2013-10-01,9.94,10.368305,9.196261405944824
2013-10-02,10.2,10.494789,9.371399879455566
2013-10-03,10.31,10.384686,9.438645362854004
2013-10-04,10.23,10.527029,9.40993595123291
2013-10-07,10.46,10.658894,9.46329116821289
2013-10-08,10.49,10.856703,9.548558235168455
2013-10-09,10.6,10.725188,9.71691608428955
2013-10-10,10.57,10.655092,9.762273788452148
2013-10-11,10.57,10.772623,9.8041410446167
2013-10-14,10.64,10.809421,9.855165481567385
2013-10-15,10.64,10.841198,9.821908950805664
2013-10-16,10.72,11.142235,9.82045078277588
2013-10-17,11.05,11.042717,9.977949142456056
2013-10-18,10.9,11.132568,9.94032382965088
2013-10-21,11.01,11.042717,9.962641716003418
2013-10-22,10.94,11.042717,9.929401397705078
2013-10-23,10.94,11.308081,9.951942443847656
2013-10-24,11.01,11.237108,10.073732376098633
2013-10-25,11.08,11.237108,10.042646408081056
2013-10-28,11.08,11.042717,10.079866409301758
2013-10-29,10.75,11.042717,10.001133918762209
2013-10-30,10.9,11.042717,9.977079391479492
2013-10-31,10.97,11.042717,9.960763931274414
2013-11-01,10.97,11.042717,9.9616060256958
2013-11-04,10.83,10.842951,9.970927238464355
2013-11-05,10.72,11.047809,9.911402702331545
2013-11-06,10.94,11.132568,9.912969589233398
2013-11-07,10.97,11.132568,9.92585277557373
2013-11-08,10.86,11.132568,9.928430557250977
2013-11-11,10.86,11.237108,9.9525785446167
2013-11-12,11.05,11.132568,9.964427947998049
2013-11-13,10.9,11.042717,9.948654174804688
2013-11-14,10.86,11.042717,9.921869277954102
2013-11-15,10.94,11.132568,9.964726448059082
2013-11-18,10.97,11.132568,10.01620864868164
2013-11-19,10.72,10.95079,10.000262260437012
2013-11-20,10.75,10.95079,9.910381317138672
2013-11-21,10.79,10.844178,9.941298484802246
2013-11-22,10.72,10.841198,9.866802215576172
2013-11-25,10.75,10.841198,9.842229843139648
2013-11-26,10.68,10.721387,9.848332405090332
2013-11-27,10.57,10.65632,9.788342475891112
2013-11-28,10.46,10.647802,9.716111183166504
2013-11-29,10.46,10.662589,9.679884910583496
2013-12-02,10.53,10.655092,9.678257942199709
2013-12-03,10.46,10.655092,9.680878639221191
2013-12-04,10.49,10.552845,9.63581657409668
2013-12-05,10.38,10.277927,9.600717544555664
2013-12-06,10.27,10.499346,9.493128776550291
2013-12-09,10.34,10.497935,9.535360336303713
2013-12-10,10.34,10.38906,9.554198265075684
2013-12-11,10.23,10.23689,9.529608726501465
2013-12-12,10.09,10.134541,9.427273750305176
2013-12-13,9.94,10.049039,9.356475830078123
2013-12-16,9.83,9.946444,9.284024238586426
2013-12-17,9.79,10.049039,9.227079391479492
2013-12-18,9.86,10.076645,9.264233589172363
2013-12-19,9.94,10.216685,9.29867458343506
2013-12-20,10.05,10.097945,9.3185396194458
2013-12-23,9.98,10.126499,9.285075187683104
2013-12-24,9.98,10.057702,9.333666801452637
2013-12-25,9.94,10.049039,9.344883918762209
2013-12-26,9.9,10.09265,9.359044075012209
2013-12-27,9.98,10.082888,9.436619758605955
2013-12-30,9.86,9.946444,9.45153522491455
2013-12-31,9.83,10.050449,9.423503875732422
2014-01-02,9.94,10.049039,9.494635581970217
2014-01-03,9.86,10.189589,9.43481731414795
2014-01-06,10.09,10.155925,9.471577644348145
2014-01-07,10.16,10.410348,9.36552906036377
2014-01-08,10.27,10.543314,9.496258735656738
2014-01-09,10.38,10.65632,9.562233924865724
2014-01-10,10.46,10.413139,9.60169506072998
2014-01-13,10.27,10.272326,9.583239555358888
2014-01-14,10.16,10.385914,9.600110054016112
2014-01-15,10.27,10.385914,9.623722076416016
2014-01-16,10.23,10.400971,9.679743766784668
2014-01-17,10.31,10.695207,9.722488403320312
2014-01-20,10.57,10.990905,9.90546417236328
2014-01-21,10.86,11.074865,10.058728218078612
2014-01-22,10.97,10.978646,10.06318187713623
2014-01-23,10.79,10.952018,10.020068168640137
2014-01-24,10.83,10.856545,10.111571311950684
2014-01-27,10.68,10.663816,10.0823335647583
2014-02-06,10.53,10.544805,10.034049034118652
2014-02-07,10.34,10.390287,10.03249454498291
2014-02-10,10.31,10.634447,10.06537914276123
2014-02-11,10.49,10.65632,10.08065700531006
2014-02-12,10.46,10.8728895,9.940167427062988
2014-02-13,10.79,10.844178,9.915136337280272
2014-02-14,10.68,10.848264,9.87115478515625
2014-02-17,10.72,10.810648,9.821717262268066
2014-02-18,10.6,10.848264,9.797162055969238
2014-02-19,10.75,10.950265,9.847647666931152
2014-02-20,10.79,10.978646,9.917119026184082
2014-02-21,10.79,10.847036,9.93753147125244
2014-02-24,10.75,10.949038,9.933930397033691
2014-02-25,10.75,11.056312,9.978894233703612
2014-02-26,11.01,11.338529,10.001964569091797
2014-02-27,11.2,11.32771,10.19087028503418
2014-02-28,11.27,11.547823,10.256848335266112
2014-03-03,11.45,11.147603,10.346253395080566
2014-03-04,10.86,11.133796,10.253924369812012
2014-03-05,11.01,11.238336,10.27675724029541
2014-03-06,11.08,11.238336,10.306796073913574
2014-03-07,11.08,11.238336,10.322087287902832
2014-03-10,11.05,11.462302,10.360373497009276
2014-03-06,11.08,11.238336,10.506024360656738
2014-03-07,11.08,11.238336,10.32800006866455
2014-03-10,11.05,11.462302,10.259157180786133
2014-03-11,11.38,11.656677,10.34034252166748
2014-03-12,11.45,11.521194,10.426737785339355
2014-03-13,11.31,11.747334,10.322656631469728
2014-03-14,11.6,11.733844,10.40319538116455
2014-03-17,11.42,11.453863,10.434289932250977
2014-03-18,11.38,11.299642,10.38658332824707
2014-03-19,11.27,11.508023,10.31128978729248
2014-03-20,11.42,11.444587,10.48809814453125
2014-03-21,11.38,11.677303,10.463064193725586
2014-03-24,11.68,11.880017,10.55113124847412
2014-03-25,11.79,11.860117,10.69133758544922
2014-03-26,11.68,11.36566,10.694275856018066
2014-03-27,11.23,11.32627,10.457549095153809
2014-03-28,11.23,11.506552,10.477362632751465
2014-03-31,11.38,11.530471,10.576178550720217
2014-04-01,11.42,11.656932,10.603679656982422
2014-04-02,11.49,11.733844,10.680188179016112
2014-04-03,11.6,11.733844,10.734341621398926
2014-04-04,11.64,11.740713,10.679875373840332
2014-04-07,11.49,11.735663,10.512724876403809
2014-04-08,11.56,11.806374,10.554587364196776
2014-04-10,11.68,11.742195,10.664671897888184
2014-04-11,11.53,11.577418,10.570860862731934
2014-04-14,11.45,11.444587,10.54593276977539
2014-04-15,11.38,11.238336,10.530659675598145
2014-04-16,11.08,11.043944,10.40735149383545
2014-04-17,11.01,11.043944,10.291200637817385
2014-04-18,11.01,10.844178,10.274052619934082
2014-04-21,10.53,10.710461,10.171216011047363
2014-04-22,10.53,10.853879,10.051898002624512
2014-04-23,10.79,10.876645,10.037237167358398
2014-04-24,10.72,10.847036,9.961174964904783
2014-04-25,10.72,10.848264,9.88304328918457
2014-04-28,10.53,10.708708,9.84962558746338
2014-04-29,10.64,10.764529,9.788719177246094
2014-05-05,10.53,10.097363,9.792860984802246
2014-05-06,9.98,9.948443,9.538094520568848
2014-05-07,9.98,10.049039,9.450177192687988
2014-05-08,9.79,9.292864,9.423253059387209
2014-05-09,8.9,9.47443,9.111833572387695
2014-05-12,9.24,8.894733,9.102091789245604
2014-05-13,8.79,9.129747,8.740967750549316
2014-05-14,8.98,9.8159275,8.692898750305176
2014-05-15,9.61,9.6595545,8.830134391784668
2014-05-16,9.42,10.098648,8.736491203308105
2014-05-19,10.01,10.204594,8.954293251037598
2014-05-20,9.98,10.1840315,8.946840286254883
2014-05-21,10.12,10.209669,8.928742408752441
2014-05-22,10.05,10.155925,9.039889335632324
2014-05-23,9.98,9.906202,8.97237491607666
2014-05-26,9.9,10.186239,9.090892791748049
2014-05-27,10.09,10.627479,9.198382377624512
2014-05-28,10.53,10.846718,9.369860649108888
2014-05-29,10.72,10.721387,9.515480995178224
2014-05-30,10.57,10.851329,9.452898979187012
2014-06-02,10.75,10.847036,9.548054695129396
2014-06-03,10.72,10.841198,9.613568305969238
2014-06-04,10.57,10.662589,9.687026023864746
2014-06-05,10.34,10.520787,9.717321395874023
2014-06-06,10.53,10.81451,9.724268913269045
2014-06-09,10.68,10.809421,9.785778045654297
2014-06-10,10.68,10.721387,9.737969398498535
2014-06-11,10.64,10.954129,9.694016456604004
2014-06-12,10.9,11.142235,9.743698120117188
2014-06-13,11.12,11.298414,9.80156707763672
2014-06-16,11.05,11.238336,9.864594459533691
2014-06-17,11.01,11.238336,9.899652481079102
2014-06-18,11.55,11.673986,9.99423122406006
2014-06-19,11.42,11.4917555,10.241673469543455
2014-06-20,11.33,11.21026,10.157105445861816
2014-06-23,11.02,11.763053,10.14368724822998
2014-06-24,11.55,11.644817,10.422686576843262
2014-06-25,11.51,11.798277,10.397311210632324
2014-06-26,11.64,11.840387,10.465011596679688
2014-06-27,11.68,11.83627,10.514888763427734
2014-06-30,11.73,11.746072,10.562664031982422
2014-07-01,11.64,11.632336,10.534513473510742
2014-07-02,11.6,11.576191,10.462822914123535
2014-07-03,11.51,11.576191,10.515118598937988
2014-07-04,11.46,11.732616,10.55431842803955
2014-07-07,11.6,11.805146,10.44090747833252
2014-07-08,11.64,11.74376,10.518153190612791
2014-07-09,11.6,11.576191,10.463200569152832
2014-07-10,11.46,11.529243,10.414224624633787
2014-07-11,11.42,11.452636,10.390166282653809
2014-07-14,11.38,11.452636,10.402098655700684
2014-07-15,11.42,11.547979,10.435969352722168
2014-07-16,11.42,11.732616,10.464049339294434
2014-07-17,11.51,11.576191,10.5042142868042
2014-07-18,11.55,11.735663,10.419537544250488
2014-07-21,11.6,11.735663,10.422301292419434
2014-07-22,11.51,11.576191,10.41702938079834
2014-07-23,11.38,11.576191,10.375330924987791
2014-07-24,11.42,11.632336,10.385924339294434
2014-07-25,11.42,11.576191,10.395548820495604
2014-07-28,11.42,11.443359,10.375924110412598
2014-07-29,11.29,11.499583,10.34346866607666
2014-07-30,11.33,11.443359,10.353930473327637
2014-07-31,11.29,11.441919,10.3145112991333
2014-08-01,11.29,11.499583,10.264238357543944
2014-08-04,11.29,11.547979,10.293761253356934
2014-08-05,11.46,11.736891,10.33137035369873
2014-08-06,11.6,11.632336,10.359107971191406
2014-08-07,11.46,11.632336,10.326727867126465
2014-08-08,11.46,11.576191,10.358513832092283
2014-08-11,11.42,11.529243,10.339964866638184
2014-08-12,11.38,11.547979,10.304657936096191
2014-08-13,11.42,11.632336,10.360321998596191
2014-08-14,11.51,11.576191,10.402488708496094
2014-08-15,11.38,11.501032,10.386626243591309
2014-08-18,11.38,11.547979,10.35936164855957
2014-08-19,11.42,11.547979,10.348373413085938
2014-08-20,11.38,11.843485,10.361974716186523
2014-08-21,11.73,12.201652,10.497742652893066
2014-08-22,12.04,12.156419,10.659832954406738
2014-08-25,12.04,12.253807,10.699238777160645
2014-08-26,12.13,12.359683,10.747886657714844
2014-08-27,12.22,12.35877,10.859612464904783
2014-08-28,12.22,12.247704,10.8820219039917
2014-08-29,12.17,12.393646,10.94644832611084
2014-09-03,12.39,12.731972,11.114815711975098
2014-09-04,12.44,12.7703905,11.266220092773438
2014-09-05,12.75,13.097685,11.402016639709473
2014-09-08,12.97,13.07133,11.501273155212402
2014-09-09,12.97,12.914316,11.557694435119627
2014-09-10,12.75,12.718475,11.439696311950684
2014-09-11,12.61,12.717248,11.433117866516112
2014-09-12,12.57,12.721253,11.502252578735352
2014-09-15,12.61,12.44908,11.52776336669922
2014-09-16,12.26,12.240685,11.398188591003418
2014-09-17,12.13,12.155426,11.319581985473633
2014-09-18,12.04,12.159431,11.17037868499756
2014-09-19,11.95,11.883639,11.072760581970217
2014-09-22,11.86,11.986754,10.895163536071776
2014-09-23,11.86,11.962884,10.962986946105955
2014-09-24,11.86,11.959871,10.80698299407959
2014-09-25,11.77,11.840387,10.735943794250488
2014-09-26,11.86,11.842444,10.65683650970459
2014-09-29,11.64,11.7449875,10.65964126586914
2014-09-30,11.51,11.742697,10.574969291687012
2014-10-01,11.73,11.82463,10.537370681762695
2014-10-02,11.73,12.258205,10.60853099822998
2014-10-03,12.17,12.267732,10.87332248687744
2014-10-06,12.08,12.155426,10.780744552612305
2014-10-07,12.04,12.155426,10.767607688903809
2014-10-08,12.04,12.100032,10.800492286682127
2014-10-09,11.95,12.155426,10.78817367553711
2014-10-10,12.08,12.100032,10.86253833770752
2014-10-13,11.95,12.09847,10.880959510803224
2014-10-14,11.86,11.962884,10.91322898864746
2014-10-15,11.73,12.09847,10.81762981414795
2014-10-16,11.82,11.938277,10.75670337677002
2014-10-17,11.73,11.805535,10.711073875427246
2014-10-20,11.68,11.96815,10.654346466064451
2014-10-21,11.82,11.938277,10.656973838806152
2014-10-22,11.73,11.96815,10.67958927154541
2014-10-23,11.77,11.843459,10.653776168823242
2014-10-24,11.68,11.843459,10.633744239807127
2014-10-27,11.73,11.634647,10.606505393981934
2014-10-28,11.51,11.815794,10.524453163146973
2014-10-29,11.6,11.838512,10.558363914489746
2014-10-30,11.73,11.952773,10.53300952911377
2014-10-31,11.86,12.342226,10.607534408569336
2014-11-03,12.26,12.652119,10.750370979309082
2014-11-04,12.48,12.270744,10.845324516296388
2014-11-05,12.22,12.270744,10.757023811340332
2014-11-06,12.13,12.155426,10.759835243225098
2014-11-07,11.95,12.155426,10.73327350616455
2014-11-10,11.99,12.155426,10.803862571716309
