,time,open,high,low,close,volume
134,2024-07-19,1306.38,1314.15,1296.61,1302.32,327720683
135,2024-07-22,1302.32,1305.96,1288.59,1299.31,302718545
136,2024-07-23,1301.57,1304.81,1277.39,1278.67,271050925
137,2024-07-24,1274.42,1284.18,1262.77,1280.51,279909113
138,2024-07-25,1271.75,1275.49,1265.88,1272.18,193169585
139,2024-07-26,1273.66,1281.84,1272.59,1281.84,153268629
140,2024-07-29,1287.85,1292.33,1285.04,1285.73,145755782
141,2024-07-30,1285.65,1289.78,1279.24,1287.82,187072516
142,2024-07-31,1289.45,1300.74,1288.83,1299.09,284652464
143,2024-08-01,1299.09,1303.86,1266.73,1272.0,311828126
144,2024-08-02,1269.67,1281.01,1253.68,1281.01,258956894
145,2024-08-05,1262.68,1264.87,1226.37,1232.11,417014614
146,2024-08-06,1243.81,1256.23,1232.19,1252.81,269099470
147,2024-08-07,1259.22,1259.39,1245.46,1253.58,265722501
148,2024-08-08,1247.89,1256.36,1238.41,1243.31,273250377
149,2024-08-09,1243.31,1265.94,1243.31,1264.84,198136740
150,2024-08-12,1264.84,1273.16,1259.6,1271.44,207410124
151,2024-08-13,1269.09,1272.21,1262.91,1268.72,198758845
152,2024-08-14,1268.72,1275.26,1268.69,1270.38,193064947
153,2024-08-15,1270.0,1272.25,1263.44,1265.32,167322812
154,2024-08-16,1266.95,1291.89,1266.95,1291.68,311927135
155,2024-08-19,1296.6,1301.88,1294.21,1299.04,248691183
156,2024-08-20,1299.04,1309.41,1299.04,1305.25,243195765
157,2024-08-21,1302.26,1318.19,1300.28,1317.69,358454031
158,2024-08-22,1317.69,1322.67,1315.42,1318.57,247475212
159,2024-08-23,1320.41,1323.9,1311.1,1321.15,244166543
160,2024-08-26,1323.26,1326.85,1316.17,1318.6,276202288
161,2024-08-27,1317.85,1324.57,1315.97,1322.28,241837052
162,2024-08-28,1325.77,1327.64,1320.18,1323.54,225863566
163,2024-08-29,1322.93,1332.27,1322.93,1326.67,228330203
164,2024-08-30,1328.5,1333.56,1327.61,1331.52,169940524
165,2024-09-04,1319.88,1321.32,1311.4,1317.71,238947631
166,2024-09-05,1318.31,1322.56,1306.76,1309.05,275497061
167,2024-09-06,1309.72,1315.63,1304.78,1315.39,300909432
168,2024-09-09,1315.39,1315.39,1303.04,1307.15,179886343
169,2024-09-10,1309.56,1312.49,1291.16,1294.06,278476462
170,2024-09-11,1292.14,1298.37,1285.66,1293.88,176860868
171,2024-09-12,1298.83,1301.83,1296.16,1297.61,162362731
172,2024-09-13,1297.84,1298.56,1291.82,1294.3,176944648
173,2024-09-16,1292.54,1298.79,1281.37,1281.37,247445248
174,2024-09-17,1282.84,1303.65,1281.16,1303.65,235855566
175,2024-09-18,1304.91,1317.7,1302.07,1310.94,414417026
176,2024-09-19,1315.17,1319.41,1312.28,1318.41,259475599
177,2024-09-20,1325.02,1336.79,1324.9,1326.0,429391735
178,2024-09-23,1329.93,1333.73,1320.95,1321.12,221766407
179,2024-09-24,1321.12,1330.87,1318.29,1330.87,508823725
180,2024-09-25,1337.8,1344.07,1334.06,1344.07,414538633
181,2024-09-26,1346.43,1359.71,1344.01,1350.85,442506468
182,2024-09-27,1355.13,1361.2,1346.91,1352.57,420989004
183,2024-09-30,1352.57,1354.91,1346.18,1352.56,295678984
184,2024-10-01,1355.22,1370.14,1355.22,1358.88,377389818
185,2024-10-02,1354.67,1361.46,1350.92,1354.51,318595507
186,2024-10-03,1355.78,1371.67,1345.28,1346.46,425801922
187,2024-10-04,1347.32,1348.23,1336.21,1336.21,254165016
188,2024-10-07,1342.85,1345.76,1328.45,1335.48,203447023
189,2024-10-08,1337.9,1344.38,1331.61,1339.05,258946574
190,2024-10-09,1340.56,1352.52,1338.93,1351.97,328216772
191,2024-10-10,1355.69,1370.15,1355.69,1360.58,310671914
192,2024-10-11,1361.88,1364.59,1355.07,1362.5,211191891
193,2024-10-14,1362.84,1373.66,1357.65,1358.76,264028541
194,2024-10-15,1360.5,1367.55,1353.1,1356.09,263811562
195,2024-10-16,1355.01,1358.07,1350.45,1354.1,197855945
196,2024-10-17,1354.1,1362.89,1346.14,1362.89,249449864
197,2024-10-18,1368.11,1372.66,1360.64,1362.69,302507964
198,2024-10-21,1361.28,1366.36,1358.03,1358.03,202390583
199,2024-10-22,1357.42,1359.4,1344.1,1348.92,309772537
200,2024-10-23,1348.93,1351.72,1340.13,1349.72,257339008
201,2024-10-24,1349.22,1351.59,1329.62,1329.62,327694626
202,2024-10-25,1333.77,1334.78,1322.69,1325.54,228576601
203,2024-10-28,1325.54,1328.57,1322.97,1328.33,208582439
204,2024-10-29,1328.92,1335.76,1328.92,1335.76,521397148
205,2024-10-30,1335.76,1338.47,1327.14,1333.85,228208980
206,2024-10-31,1334.1,1341.01,1328.19,1338.6,320706785
207,2024-11-01,1333.76,1336.08,1324.42,1325.62,234018156
208,2024-11-04,1325.94,1326.99,1311.03,1312.64,311290564
209,2024-11-05,1312.64,1317.6,1311.85,1313.35,164121695
210,2024-11-06,1314.11,1331.53,1314.11,1329.56,201001456
211,2024-11-07,1329.56,1336.29,1325.87,1326.65,157599344
212,2024-11-08,1331.32,1331.51,1312.83,1317.34,219336145
213,2024-11-11,1317.34,1318.71,1298.78,1310.46,353112780
214,2024-11-12,1312.55,1315.8,1297.99,1301.95,241354994
215,2024-11-13,1299.52,1305.42,1290.61,1304.04,248643943
216,2024-11-14,1304.04,1304.04,1286.52,1286.65,252019428
217,2024-11-15,1283.78,1284.3,1270.44,1271.22,316271524
218,2024-11-18,1270.71,1277.8,1255.16,1270.23,296737869
219,2024-11-19,1272.23,1273.49,1259.0,1259.08,207147530
220,2024-11-20,1258.25,1277.67,1250.67,1271.73,249110192
221,2024-11-21,1272.4,1286.67,1266.45,1286.67,228523292
222,2024-11-22,1286.98,1292.21,1284.01,1286.07,195143260
223,2024-11-25,1286.46,1293.3,1285.82,1291.94,182754209
224,2024-11-26,1291.94,1304.34,1291.94,1299.22,191934778
225,2024-11-27,1299.22,1303.99,1296.94,1301.06,152528009
226,2024-11-28,1305.79,1310.41,1298.43,1301.52,191912207
227,2024-11-29,1301.34,1311.67,1298.64,1311.26,188930506
228,2024-12-02,1311.26,1317.76,1303.51,1308.83,152393481
229,2024-12-03,1308.4,1312.0,1300.67,1309.18,245305179
230,2024-12-04,1304.74,1305.06,1297.49,1297.81,171476921
231,2024-12-05,1299.95,1337.55,1295.73,1337.55,297125323
232,2024-12-06,1337.06,1341.57,1334.35,1337.28,236010990
233,2024-12-09,1337.23,1343.05,1330.52,1336.18,231460604
234,2024-12-10,1335.95,1339.7,1332.47,1335.85,200891765
235,2024-12-11,1335.88,1342.7,1329.84,1336.48,261954223
236,2024-12-12,1336.6,1344.37,1333.45,1335.55,203531023
237,2024-12-13,1333.8,1334.81,1328.87,1331.58,180722099
238,2024-12-16,1331.95,1335.4,1325.07,1331.82,175261129
239,2024-12-17,1331.82,1332.96,1325.14,1327.63,153856733
240,2024-12-18,1327.63,1331.73,1325.91,1329.83,177819850
241,2024-12-19,1329.35,1329.35,1309.17,1314.16,274222829
242,2024-12-20,1314.16,1318.48,1313.3,1317.77,172381756
243,2024-12-23,1317.77,1326.0,1317.77,1323.02,157534699
244,2024-12-24,1323.61,1323.9,1315.01,1323.27,173822411
245,2024-12-25,1323.33,1350.07,1323.33,1342.48,298150296
246,2024-12-26,1344.14,1346.47,1339.51,1342.68,208593651
247,2024-12-27,1342.88,1348.83,1341.75,1346.84,271555293
248,2024-12-30,1346.84,1347.35,1337.86,1347.35,179545208
249,2024-12-31,1346.66,1346.99,1341.15,1344.75,163355373
250,2025-01-02,1344.75,1347.14,1334.39,1343.2,173170047
251,2025-01-03,1341.15,1341.3,1320.58,1320.58,203854394
252,2025-01-06,1320.58,1325.73,1313.04,1313.04,175084999
253,2025-01-07,1316.62,1322.23,1309.55,1315.28,179928608
254,2025-01-08,1315.28,1316.63,1306.69,1316.63,131867707
255,2025-01-09,1316.63,1318.87,1307.55,1310.8,131437617
256,2025-01-10,1310.8,1312.32,1293.23,1293.23,183224603
257,2025-01-13,1287.64,1298.34,1282.57,1298.34,180909870
258,2025-01-14,1298.34,1298.34,1285.32,1289.23,140122687
259,2025-01-15,1295.66,1300.37,1291.73,1297.64,142420555
260,2025-01-16,1303.41,1307.82,1293.19,1303.25,210634118
261,2025-01-17,1303.25,1313.48,1298.85,1313.48,145558394
262,2025-01-20,1313.26,1319.06,1311.5,1316.95,159583744
263,2025-01-21,1316.95,1323.27,1309.41,1314.81,183215290
264,2025-01-22,1314.81,1318.25,1309.72,1309.72,197215190
265,2025-01-23,1309.92,1339.48,1309.92,1332.54,243521076
266,2025-01-24,1332.2,1339.55,1330.29,1337.59,156118792
267,2025-02-03,1337.59,1337.59,1311.4,1315.46,200453709
268,2025-02-04,1320.61,1327.61,1317.42,1327.21,222113767
269,2025-02-05,1327.21,1334.58,1326.77,1331.35,179779424
270,2025-02-06,1331.35,1340.92,1331.35,1336.59,183779057
271,2025-02-07,1337.13,1345.26,1332.68,1340.8,225216826
272,2025-02-10,1336.47,1343.09,1327.15,1330.88,334374672
273,2025-02-11,1330.88,1338.4,1329.15,1338.4,276383631
274,2025-02-12,1338.4,1343.44,1335.35,1335.68,157891377
275,2025-02-13,1335.68,1338.33,1329.56,1337.78,165299460
276,2025-02-14,1339.22,1347.98,1338.0,1340.52,207969065
277,2025-02-17,1341.18,1342.89,1334.01,1334.01,239910712
278,2025-02-18,1335.56,1346.8,1332.62,1337.39,210659234
279,2025-02-19,1338.47,1346.67,1335.26,1344.64,204282654
280,2025-02-20,1344.64,1351.52,1344.64,1349.45,214662344
281,2025-02-21,1349.81,1355.09,1347.86,1353.73,256446358
282,2025-02-24,1357.3,1364.52,1352.52,1364.52,342945788
283,2025-02-25,1365.87,1369.32,1356.21,1360.56,281671139
284,2025-02-26,1362.06,1364.91,1358.79,1360.56,227266288
285,2025-02-27,1363.37,1364.27,1351.05,1363.62,247099929
286,2025-02-28,1363.62,1363.62,1351.09,1356.43,252750239
287,2025-03-03,1356.43,1362.8,1355.12,1361.16,306386114
288,2025-03-04,1357.55,1369.5,1350.11,1367.97,351238228
289,2025-03-05,1369.62,1379.66,1363.91,1363.91,446390976
290,2025-03-06,1368.13,1380.12,1367.82,1379.62,301857951
291,2025-03-07,1381.51,1390.98,1378.38,1389.77,342420146
292,2025-03-10,1394.81,1400.13,1387.23,1391.07,413633650
293,2025-03-11,1378.44,1393.57,1375.44,1393.57,303178436
294,2025-03-12,1397.4,1400.45,1387.35,1392.39,311741245
295,2025-03-13,1393.93,1400.6,1385.24,1387.3,381175527
296,2025-03-14,1387.08,1394.39,1385.2,1387.03,412613428
297,2025-03-17,1392.75,1397.28,1389.42,1394.9,404711338
298,2025-03-18,1398.44,1400.38,1388.64,1388.64,334612111
299,2025-03-19,1385.92,1386.57,1374.83,1377.63,426385921
300,2025-03-20,1382.23,1388.37,1371.98,1378.95,391122537
301,2025-03-21,1379.05,1381.25,1375.68,1378.27,319153224
302,2025-03-24,1379.27,1390.7,1372.71,1390.7,419593309
303,2025-03-25,1391.01,1398.29,1386.28,1388.79,398126077
304,2025-03-26,1390.15,1396.34,1379.39,1381.47,339727407
305,2025-03-27,1380.95,1384.75,1378.87,1380.26,290316839
306,2025-03-28,1380.2,1381.26,1369.83,1373.93,244651416
307,2025-03-31,1368.95,1369.07,1360.66,1363.88,325361585
308,2025-04-01,1369.18,1376.91,1363.6,1376.91,236419006
309,2025-04-02,1381.03,1384.38,1376.54,1376.94,334455651
310,2025-04-03,1342.46,1342.46,1282.99,1283.18,822597212
311,2025-04-04,1269.06,1280.52,1208.42,1280.52,897656999
312,2025-04-08,1280.52,1280.52,1193.47,1197.51,602590050
313,2025-04-09,1182.91,1220.73,1133.9,1168.68,708001014
314,2025-04-10,1168.68,1249.29,1168.68,1249.29,103113514
315,2025-04-11,1268.12,1310.02,1265.26,1309.94,751968406
316,2025-04-14,1318.17,1329.06,1310.63,1325.87,432815594
317,2025-04-15,1325.87,1329.99,1303.29,1310.76,410910844
318,2025-04-16,1310.76,1318.86,1288.06,1293.25,307962909
319,2025-04-17,1293.25,1304.47,1283.47,1303.03,319830865
320,2025-04-18,1313.42,1322.26,1306.24,1306.24,418657605
321,2025-04-21,1305.81,1310.59,1287.02,1294.29,344182279
322,2025-04-22,1287.55,1292.67,1216.35,1290.38,687415526
323,2025-04-23,1300.25,1311.72,1295.69,1303.04,389075518
324,2025-04-24,1306.43,1313.93,1297.21,1311.66,299432209
325,2025-04-25,1312.59,1318.66,1304.5,1317.18,424577823
326,2025-04-28,1318.09,1321.38,1305.51,1312.32,265508740
327,2025-04-29,1310.4,1312.88,1304.74,1309.73,294758320
328,2025-05-05,1309.73,1320.57,1309.43,1320.41,218904394
